spt_objectid,t,population
128,3,2995.29596488
128,4,3125.63206305
128,5,3261.63955353
128,6,3403.56521899
128,7,3551.66658049
128,8,3706.21236479
128,9,3867.4829919
128,10,4035.7710839
129,1,1346.16989313
129,2,1396.1274123
129,3,1447.93889785
129,4,1501.67315206
129,5,1557.40153052
129,6,1615.1980369
129,7,1675.1394212
129,8,1737.30528167
129,9,1801.77817053
129,10,1868.6437036
130,1,3254.08537096
130,2,3380.92963011
130,3,3512.71827892
130,4,3649.64404973
130,5,3791.90718756
130,6,3939.715743
130,7,4093.28587645
130,8,4252.84217424
130,9,4418.61797708
130,10,4590.85572129
131,1,2607.31312211
131,2,2699.79416869
131,3,2795.55550557
131,4,2894.71348422
131,5,2997.38858307
131,6,3103.7055539
131,7,3213.79357341
131,8,3327.78640021
131,9,3445.82253728
131,10,3568.04540029
132,1,1111.31964565
132,2,1154.23491103
132,3,1198.80741339
132,4,1245.10114939
132,5,1293.18258705
132,6,1343.12076112
132,7,1394.98737225
132,8,1448.85688992
132,9,1504.80665935
132,10,1562.91701256
133,1,2845.95326215
133,2,2938.84251464
133,3,3034.76358544
133,4,3133.81543027
133,5,3236.10023468
133,6,3341.72351942
133,7,3450.79424938
133,8,3563.42494595
133,9,3679.7318031
133,10,3799.83480728
134,1,1161.96271291
134,2,1216.35796953
134,3,1273.29964518
134,4,1332.90694599
134,5,1395.30465857
134,6,1460.62341117
134,7,1528.99994719
134,8,1600.57741141
134,9,1675.50564971
134,10,1753.94152273
135,1,4665.36605394
135,2,4882.37784146
135,3,5109.48403859
135,4,5347.15419173
135,5,5595.87968848
135,6,5856.17477357
135,7,6128.57761205
135,8,6413.65140201
135,9,6711.98553896
135,10,7024.19683445
136,1,3920.91388261
136,2,4075.70670065
136,3,4236.61054721
136,4,4403.86667809
136,5,4577.72587362
136,6,4758.44881461
136,7,4946.30647319
136,8,5141.5805192
136,9,5344.56374239
136,10,5555.56049153
137,1,4485.93358316
137,2,4697.38564718
137,3,4918.80486176
137,4,5150.66104537
137,5,5393.44616221
137,6,5647.67536602
137,7,5913.88809319
137,8,6192.64920736
137,9,6484.55019795
137,10,6790.21043527
138,1,3013.86693618
138,2,3139.78358417
138,3,3270.96091638
138,4,3407.61871946
138,5,3549.98596256
138,6,3698.30118094
138,7,3852.81287566
138,8,4013.77992991
138,9,4181.47204282
138,10,4356.17018127
139,1,4367.68563059
139,2,4583.53622481
139,3,4810.05413416
139,4,5047.76653631
139,5,5297.226662
139,6,5559.01508255
139,7,5833.7410611
139,8,6122.04397048
139,9,6424.59478128
139,10,6742.0976234
140,1,3549.10854867
140,2,3687.40383204
140,3,3831.08795746
140,4,3980.37090764
140,5,4135.47084754
140,6,4296.61444314
140,7,4464.03719276
140,8,4637.9837712
140,9,4818.70838728
140,10,5006.4751554
141,1,4188.80001128
141,2,4315.30878862
141,3,4445.63834295
141,4,4579.90406815
141,5,4718.22484317
141,6,4860.72313731
141,7,5007.52511864
141,8,5158.76076573
141,9,5314.56398271
141,10,5475.07271784
142,1,1309.82906937
142,2,1374.72130687
142,3,1442.82846957
142,4,1514.30983298
142,5,1589.33256352
142,6,1668.07210945
142,7,1750.71261119
142,8,1837.44733193
142,9,1928.47910962
142,10,2024.0208313
143,1,4242.20094661
143,2,4449.01579022
143,3,4665.91322541
143,4,4893.38479645
143,5,5131.94601128
143,6,5382.13750977
143,7,5644.52628894
143,8,5919.70698791
143,9,6208.30323555
143,10,6510.96906371
144,1,2647.82476824
144,2,2759.14049717
144,3,2875.13598876
144,4,2996.00798233
144,5,3121.96148818
144,6,3253.21013533
144,7,3389.97653389
144,8,3532.49265257
144,9,3681.00021216
144,10,3835.7510955
145,1,3311.93469905
145,2,3432.07492202
145,3,3556.57322402
145,4,3685.58769411
145,5,3819.28215598
145,6,3957.82637605
145,7,4101.39627899
145,8,4250.17417113
145,9,4404.34897196
145,10,4564.116454
146,1,1932.1631865
146,2,2016.88524001
146,3,2105.32221077
146,4,2197.63699156
146,5,2293.99961771
146,6,2394.58758032
146,7,2499.58615318
146,8,2609.18873401
146,9,2723.5972007
146,10,2843.02228311
147,1,5033.43002931
147,2,5280.41222592
147,3,5539.51343582
147,4,5811.32831922
147,5,6096.48071533
147,6,6395.62507412
147,7,6709.44795837
147,8,7038.66961938
147,9,7384.04564997
147,10,7746.3687187
148,1,1297.1240689
148,2,1353.60486736
148,3,1412.54501468
148,4,1474.05159851
148,5,1538.23636946
148,6,1605.21594408
148,7,1675.11201678
148,8,1748.05158091
148,9,1824.16715952
148,10,1903.59704612
149,1,4288.28427947
149,2,4497.28101285
149,3,4716.46355289
149,4,4946.32832197
149,5,5187.39593647
149,6,5440.21238585
149,7,5705.35026931
149,8,5983.41009263
149,9,6275.02162823
149,10,6580.84534157
150,1,3157.14860319
150,2,3266.99026636
150,3,3380.65347626
150,4,3498.27118993
150,5,3619.98099013
150,6,3745.92524633
150,7,3876.25128126
150,8,4011.11154319
150,9,4150.66378428
150,10,4295.07124512
151,1,1586.71198964
151,2,1661.81844097
151,3,1740.48002964
151,4,1822.8650368
151,5,1909.14970917
151,6,1999.51863602
151,7,2094.16514408
151,8,2193.29171115
151,9,2297.11039925
151,10,2405.84330827
152,1,3742.17665052
152,2,3883.49586348
152,3,4030.15184213
152,4,4182.34612359
152,5,4340.28785583
152,6,4504.19408503
152,7,4674.29005392
152,8,4850.80951124
152,9,5033.99503303
152,10,5224.09835592
153,1,3655.59721186
153,2,3788.88317986
153,3,3927.02885976
153,4,4070.21144049
153,5,4218.61457146
153,6,4372.42859806
153,7,4531.85080582
153,8,4697.08567347
153,9,4868.34513519
153,10,5045.84885244
154,1,4756.23466046
154,2,4936.01748753
154,3,5122.595998
154,4,5316.22706463
154,5,5517.17726984
154,6,5725.72327269
154,7,5942.15218978
154,8,6166.76199056
154,9,6399.86190755
154,10,6641.77286207
155,1,4558.08487778
155,2,4732.60541071
155,3,4913.80800798
155,4,5101.94851332
155,5,5297.29256623
155,6,5500.11597705
155,7,5710.70511641
155,8,5929.35731948
155,9,6156.38130589
155,10,6392.09761554
156,1,4349.32755569
156,2,4527.68075316
156,3,4713.34769341
156,4,4906.62829165
156,5,5107.8347617
156,6,5317.29212039
156,7,5535.33871251
156,8,5762.32675739
156,9,5998.62291786
156,10,6244.6088925
157,1,2233.89704322
157,2,2319.98884226
157,3,2409.39851931
157,4,2502.25394152
157,5,2598.68790393
157,6,2698.83831931
157,7,2802.84841545
157,8,2910.86693996
157,9,3023.04837303
157,10,3139.55314831
158,1,1902.23429851
158,2,1970.85802092
158,3,2041.9573665
158,4,2115.62164414
158,5,2191.94338461
158,6,2271.01845675
158,7,2352.94618789
158,8,2437.82948865
158,9,2525.77498214
158,10,2616.89313799
159,1,2718.55042361
159,2,2835.96178269
159,3,2958.44401599
159,4,3086.21612928
159,5,3219.50658695
159,6,3358.55372055
159,7,3503.60615491
159,8,3654.92325272
159,9,3812.77557826
159,10,3977.4453812
160,1,3283.86967118
160,2,3403.9772782
160,3,3528.47782363
160,4,3657.53197932
160,5,3791.30629364
160,6,3929.97340652
160,7,4073.71227217
160,8,4222.70839006
160,9,4377.15404431
160,10,4537.24855184
161,1,4411.21078708
161,2,4620.94053861
161,3,4840.64183101
161,4,5070.78875834
161,5,5311.87795531
161,6,5564.429669
161,7,5828.98888147
161,8,6106.1264858
161,9,6396.44051804
161,10,6700.55744767
162,1,2442.56293564
162,2,2526.94353858
162,3,2614.23914773
162,4,2704.5504647
162,5,2797.98166991
162,6,2894.6405428
162,7,2994.63858613
162,8,3098.09115465
162,9,3205.11758814
162,10,3315.84134907
163,1,3163.47599745
163,2,3282.25004475
163,3,3405.48351401
163,4,3533.3438361
163,5,3666.00472819
163,6,3803.64642971
163,7,3946.45594725
163,8,4094.62730867
163,9,4248.36182666
163,10,4407.86837229
164,1,4738.20033679
164,2,4971.33357652
164,3,5215.93764982
164,4,5472.57695507
164,5,5741.84366068
164,6,6024.35907149
164,7,6320.77506233
164,8,6631.77558218
164,9,6958.07823229
164,10,7300.43592198
165,1,1988.09126119
165,2,2059.67006922
165,3,2133.82598518
165,4,2210.65179471
165,5,2290.24362408
165,6,2372.70106047
165,7,2458.12727658
165,8,2546.6291597
165,9,2638.3174455
165,10,2733.30685651
166,1,4209.63748478
166,2,4342.32976066
166,3,4479.204639
166,4,4620.3939599
166,5,4766.0337192
166,6,4916.26419947
166,7,5071.23010517
166,8,5231.08070195
166,9,5395.96996051
166,10,5566.05670485
167,1,1238.54273872
167,2,1276.19643564
167,3,1314.99486568
167,4,1354.97283056
167,5,1396.16619007
167,6,1438.61189414
167,7,1482.34801608
167,8,1527.41378666
167,9,1573.84962936
167,10,1621.69719658
168,1,2131.52893452
168,2,2220.63323495
168,3,2313.46236229
168,4,2410.17202549
168,5,2510.92444257
168,6,2615.88861278
168,7,2725.24060001
168,8,2839.16382818
168,9,2957.84938886
168,10,3081.49636184
169,1,3761.42913549
169,2,3919.21028845
169,3,4083.60990778
169,4,4254.90561914
169,5,4433.38669379
169,6,4619.35453709
169,7,4813.1231975
169,8,5015.01989689
169,9,5225.38558316
169,10,5444.575506
170,1,4077.01307382
170,2,4212.37597672
170,3,4352.23312948
170,4,4496.7337479
170,5,4646.03200195
170,6,4800.28718027
170,7,4959.66386013
170,8,5124.332083
170,9,5294.46753599
170,10,5470.25173927
171,1,3326.55819553
171,2,3451.64985286
171,3,3581.44544796
171,4,3716.12186736
171,5,3855.86264924
171,6,4000.85823353
171,7,4151.30622143
171,8,4307.41164475
171,9,4469.38724528
171,10,4637.45376476
172,1,3313.70922938
172,2,3417.57511886
172,3,3524.69661173
172,4,3635.17575259
172,5,3749.11778456
172,6,3866.63124953
172,7,3987.82809157
172,8,4112.82376353
172,9,4241.73733708
172,10,4374.69161609
173,1,4681.35057027
173,2,4857.05743833
173,3,5039.35917748
173,4,5228.50331544
173,5,5424.74667053
173,6,5628.35570027
173,7,5839.60686329
173,8,6058.78699459
173,9,6286.1936951
173,10,6522.13573568
174,1,3638.65040646
174,2,3780.63300413
174,3,3928.1558587
174,4,4081.43515475
174,5,4240.6955125
174,6,4406.17031703
174,7,4578.10206026
174,8,4756.74269629
174,9,4942.35401065
174,10,5135.20800392
175,1,1603.94018082
175,2,1667.28717022
175,3,1733.13602416
175,4,1801.5855528
175,5,1872.73846877
175,6,1946.7015413
175,7,2023.58575642
175,8,2103.50648351
175,9,2186.58364842
175,10,2272.94191343
176,1,3179.26850895
176,2,3275.35588204
176,3,3374.34731412
176,4,3476.33057486
176,5,3581.39608663
176,6,3689.63700463
176,7,3801.1492995
176,8,3916.03184242
176,9,4034.38649275
176,10,4156.31818837
177,1,4328.50515711
177,2,4465.19468425
177,3,4606.20071932
177,4,4751.65957298
177,5,4901.71186046
177,6,5056.50263743
177,7,5216.18154028
177,8,5380.90293077
177,9,5550.82604522
177,10,5726.11514846
178,1,4668.83646992
178,2,4836.48413199
178,3,5010.15165334
178,4,5190.05519391
178,5,5376.41867545
178,6,5569.47406024
178,7,5769.46163984
178,8,5976.63033412
178,9,6191.23800115
178,10,6413.55175809
179,1,3397.99929627
179,2,3559.30925322
179,3,3728.27692283
179,4,3905.26583232
179,5,4090.65676633
179,6,4284.84858609
179,7,4488.25908759
179,8,4701.32590047
179,9,4924.50742951
179,10,5158.28384092
180,1,2326.14737426
180,2,2416.68673817
180,3,2510.7501163
180,4,2608.47467192
180,5,2710.00290706
180,6,2815.48287025
180,7,2925.06837244
180,8,3038.91921129
180,9,3157.20140416
180,10,3280.08743023
181,1,4222.93891178
181,2,4395.66503639
181,3,4575.45598357
181,4,4762.60071782
181,5,4957.40002281
181,6,5160.16698487
181,7,5371.22749611
181,8,5590.92077825
181,9,5819.59992782
181,10,6057.63248366
182,1,4282.88205411
182,2,4423.21646719
182,3,4568.14912678
182,4,4717.83070065
182,5,4872.41679338
182,6,5032.06810815
182,7,5196.95061381
182,8,5367.23571738
182,9,5543.10044228
182,10,5724.72761234
183,1,1519.02856465
183,2,1583.69785877
183,3,1651.12030559
183,4,1721.41311453
183,5,1794.69848492
183,6,1871.10381848
183,7,1950.76194077
183,8,2033.8113321
183,9,2120.39636827
183,10,2210.66757157
184,1,2055.82704865
184,2,2155.23959916
184,3,2259.45939024
184,4,2368.71888311
184,5,2483.26177998
184,6,2603.34356764
184,7,2729.23208735
184,8,2861.20813218
184,9,2999.5660734
184,10,3144.61451703
185,1,3124.23547997
185,2,3255.7863023
185,3,3392.8762778
185,4,3535.73864118
185,5,3684.61644786
185,6,3839.76298748
185,7,4001.44221487
185,8,4169.92919904
185,9,4345.51059126
185,10,4528.48511268
186,1,2861.43717909
186,2,2948.44174644
186,3,3038.0917658
186,4,3130.46767451
186,5,3225.6523557
186,6,3323.7312126
186,7,3424.79224524
186,8,3528.92612934
186,9,3636.22629771
186,10,3746.78902406
187,1,1735.16723875
187,2,1805.03917653
187,3,1877.72472648
187,4,1953.33718753
187,5,2031.99442088
187,6,2113.81903384
187,7,2198.93857085
187,8,2287.48571233
187,9,2379.59848151
187,10,2475.42045953
188,1,4460.73037298
188,2,4683.01140514
188,3,4916.36884253
188,4,5161.35462947
188,5,5418.54821403
188,6,5688.55791851
188,7,5972.02237834
188,8,6269.61205252
188,9,6582.03080948
188,10,6910.01759184
189,1,3925.66710061
189,2,4060.83325028
189,3,4200.65335749
189,4,4345.28766445
189,5,4494.9019307
189,6,4649.66762314
189,7,4809.7621125
189,8,4975.36887663
189,9,5146.67771077
189,10,5323.88494509
190,1,3806.36281641
190,2,3953.17814192
190,3,4105.65628541
190,4,4264.01566759
190,5,4428.48313389
190,6,4599.29427938
190,7,4776.69378629
190,8,4960.93577449
190,9,5152.28416551
190,10,5351.01306061
191,1,3599.89788227
191,2,3754.13231831
191,3,3914.97479214
191,4,4082.70841928
191,5,4257.62844511
191,6,4440.0427645
191,7,4630.27246383
191,8,4828.65238612
191,9,5035.53172046
191,10,5251.27461663
192,1,3560.28865473
192,2,3673.03833817
192,3,3789.35865656
192,4,3909.36268724
192,5,4033.16708856
192,6,4160.89221328
192,7,4292.66222559
192,8,4428.60522179
192,9,4568.8533548
192,10,4713.54296269
193,1,1647.9279192
193,2,1728.62280513
193,3,1813.2691167
193,4,1902.06034527
193,5,1995.19945702
193,6,2092.89935683
193,7,2195.38337504
193,8,2302.88577789
193,9,2415.65230306
193,10,2533.94072137
194,1,3232.77338806
194,2,3390.92270556
194,3,3556.80878764
194,4,3730.81012171
194,5,3913.32371102
194,6,4104.76598049
194,7,4305.57372678
194,8,4516.20511495
194,9,4737.14072376
194,10,4968.8846422
195,1,3421.68911813
195,2,3539.28549612
195,3,3660.92341839
195,4,3786.74178447
195,5,3916.88426756
195,6,4051.49947863
195,7,4190.74113608
195,8,4334.7682413
195,9,4483.74526025
195,10,4637.8423112
196,1,4291.29436356
196,2,4503.59679987
196,3,4726.40243654
196,4,4960.23089651
196,5,5205.62750993
196,6,5463.164586
196,7,5733.44274763
196,8,6017.09233228
196,9,6314.77486195
196,10,6627.18458601
197,1,1619.3443095
197,2,1680.94614917
197,3,1744.89139823
197,4,1811.26920283
197,5,1880.17210037
197,6,1951.69614847
197,7,2025.94105891
197,8,2103.01033661
197,9,2183.01142398
197,10,2266.05585064
198,1,3261.30774921
198,2,3373.33594515
198,3,3489.21238775
198,4,3609.06926699
198,5,3733.04331362
198,6,3861.27595523
198,7,3993.91347752
198,8,4131.10719122
198,9,4273.01360467
198,10,4419.79460241
199,1,4969.15580759
199,2,5129.3123058
199,3,5294.63066749
199,4,5465.27726016
199,5,5641.42381334
199,6,5823.24759143
199,7,6010.93157208
199,8,6204.66463033
199,9,6404.6417287
199,10,6611.06411336
200,1,2820.28797618
200,2,2924.27362815
200,3,3032.09329137
200,4,3143.88832805
200,5,3259.80531252
200,6,3379.99622337
200,7,3504.61864276
200,8,3633.83596296
200,9,3767.81760064
200,10,3906.73921894
201,1,4619.19965157
201,2,4818.65524414
201,3,5026.72326666
201,4,5243.77560116
201,5,5470.20018739
201,6,5706.40171627
201,7,5952.80235309
201,8,6209.84249216
201,9,6477.98154383
201,10,6757.69875568
202,1,1461.35755001
202,2,1515.66067351
202,3,1571.98166677
202,4,1630.39551257
202,5,1690.97997998
202,6,1753.81572794
202,7,1818.9864126
202,8,1886.57879873
202,9,1956.68287524
202,10,2029.39197495
203,1,1754.33016448
203,2,1829.77070512
203,3,1908.45537578
203,4,1990.5236821
203,5,2076.12112879
203,6,2165.39947762
203,7,2258.51701649
203,8,2355.63884008
203,9,2456.93714255
203,10,2562.59152284
204,1,4292.58442316
204,2,4444.35143028
204,3,4601.48425486
204,4,4764.17260874
204,5,4932.61291113
204,6,5107.00852575
204,7,5287.57000641
204,8,5474.51535115
204,9,5668.07026549
204,10,5868.46843488
205,1,3524.74876763
205,2,3630.58266362
205,3,3739.59432184
205,4,3851.87915761
205,5,3967.53545115
205,6,4086.66443365
205,7,4209.37037587
205,8,4335.76067938
205,9,4465.94597059
205,10,4600.04019758
206,1,3336.42494566
206,2,3446.35647617
206,3,3559.91012964
206,4,3677.20525104
206,5,3798.36511761
206,6,3923.51706847
206,7,4052.79263838
206,8,4186.32769606
206,9,4324.26258695
206,10,4466.74228072
207,1,4344.04763205
207,2,4539.51162607
207,3,4743.77068316
207,4,4957.22054443
207,5,5180.27475766
207,6,5413.36547857
207,7,5656.94430806
207,8,5911.48316721
207,9,6177.47521156
207,10,6455.43578659
208,1,1251.04655088
208,2,1308.62664922
208,3,1368.85690292
208,4,1431.85928683
208,5,1497.76138974
208,6,1566.69667281
208,7,1638.80473979
208,8,1714.2316198
208,9,1793.13006301
208,10,1875.65985001
209,1,3845.51294378
209,2,3963.54055233
209,3,4085.19069879
209,4,4210.57456713
209,5,4339.80675386
209,6,4473.00537268
209,7,4610.29216248
209,8,4751.79259861
209,9,4897.63600753
209,10,5047.95568503
210,1,3348.54956803
210,2,3494.16771877
210,3,3646.11835627
210,4,3804.67686098
210,5,3970.13058875
210,6,4142.7793917
210,7,4322.93616157
210,8,4510.92739683
210,9,4707.09379435
210,10,4911.79086685
211,1,4731.6488049
211,2,4905.45583105
211,3,5085.64728758
211,4,5272.45769291
211,5,5466.13018
211,6,5666.91681281
211,7,5875.07891429
211,8,6090.88740655
211,9,6314.62316345
211,10,6546.57737615
212,1,3499.64476472
212,2,3633.19889624
212,3,3771.84974678
212,4,3915.79181834
212,5,4065.22703553
212,6,4220.36502886
212,7,4381.42342879
212,8,4548.62817104
212,9,4722.21381354
212,10,4902.42386545
213,1,1912.48378819
213,2,2007.4611636
213,3,2107.15528585
213,4,2211.80039702
213,5,2321.64237213
213,6,2436.93929675
213,7,2557.96207345
213,8,2684.99505833
213,9,2818.3367291
213,10,2958.30038643
214,1,1131.89966523
214,2,1184.10060273
214,3,1238.70894254
214,4,1295.83570922
214,5,1355.59704756
214,6,1418.11445871
214,7,1483.5150472
214,8,1551.93177938
214,9,1623.50375374
214,10,1698.37648369
215,1,4780.2781949
215,2,4945.04644462
215,3,5115.49398225
215,4,5291.8165634
215,5,5474.21669107
215,6,5662.90384818
215,7,5858.09473821
215,8,6060.01353402
215,9,6268.89213535
215,10,6484.97043514
216,1,2692.96921317
216,2,2802.19597491
216,3,2915.85297128
216,4,3034.1198925
216,5,3157.18371698
216,6,3285.23900701
216,7,3418.48821629
216,8,3557.14201007
216,9,3701.41959813
216,10,3851.54908144
217,1,2543.99979858
217,2,2631.93776949
217,3,2722.91547599
217,4,2817.03799206
217,5,2914.41402375
217,6,3015.15603473
217,7,3119.38037619
217,8,3227.20742119
217,9,3338.76170374
217,10,3454.17206256
218,1,5184.01675577
218,2,5390.97888147
218,3,5606.20358105
218,4,5830.02072225
218,5,6062.77334216
218,6,6304.81817296
218,7,6556.52618871
218,8,6818.2831739
218,9,7090.49031477
218,10,7373.56481412
219,1,1245.63343831
219,2,1291.92561419
219,3,1339.93817224
219,4,1389.73504797
219,5,1441.38255299
219,6,1494.94946329
219,7,1550.5071108
219,8,1608.12947839
219,9,1667.89329844
219,10,1729.87815494
220,1,3349.60794456
220,2,3471.49547719
220,3,3597.81832609
220,4,3728.73788619
220,5,3864.42142537
220,6,4005.04229813
220,7,4150.78016712
220,8,4301.82123265
220,9,4458.3584706
220,10,4620.59187898
221,1,3619.69688069
221,2,3748.8427777
221,3,3882.59642593
221,4,4021.12222372
221,5,4164.59043493
221,6,4313.17739819
221,7,4467.06574365
221,8,4626.44461749
221,9,4791.50991434
221,10,4962.46451809
222,1,1189.11953854
222,2,1234.9391065
222,3,1282.52421
222,4,1331.94287928
222,5,1383.26576591
222,6,1436.56624388
222,7,1491.92051442
222,8,1549.40771498
222,9,1609.11003236
222,10,1671.11282022
223,1,3748.78070723
223,2,3868.2512499
223,3,3991.52922002
223,4,4118.73595716
223,5,4249.99666787
223,6,4385.44054894
223,7,4525.20091455
223,8,4669.4153275
223,9,4818.22573459
223,10,4971.77860636
224,1,5215.55177904
224,2,5441.48436885
224,3,5677.20413695
224,4,5923.1350543
224,5,6179.71945789
224,6,6447.41884628
224,7,6726.71470974
224,8,7018.10939618
224,9,7322.12701475
224,10,7639.31437851
225,1,1749.6999941
225,2,1835.40172023
225,3,1925.30118648
225,4,2019.60400156
225,5,2118.52584509
225,6,2222.29296082
225,7,2331.14267412
225,8,2445.32393473
225,9,2565.09788619
225,10,2690.73846302
226,1,2979.10515732
226,2,3068.83386528
226,3,3161.26514351
226,4,3256.48039166
226,5,3354.5634611
226,6,3455.60072875
226,7,3559.68117312
226,8,3666.89645272
226,9,3777.34098674
226,10,3891.11203823
227,1,4056.47952501
227,2,4233.34863309
227,3,4417.92952208
227,4,4610.55843819
227,5,4811.58628849
227,6,5021.37928019
227,7,5240.3195877
227,8,5468.80604888
227,9,5707.25489156
227,10,5956.1004918
228,1,3050.38271556
228,2,3152.04427892
228,3,3257.09396581
228,4,3365.64469386
228,5,3477.81314392
228,6,3593.71988555
228,7,3713.48950658
228,8,3837.25074705
228,9,3965.13663755
228,10,4097.28464228
229,1,4041.05543014
229,2,4185.06637351
229,3,4334.20942956
229,4,4488.6674912
229,5,4648.62996909
229,6,4814.29302391
229,7,4985.8598069
229,8,5163.54070901
229,9,5347.55361888
229,10,5538.12419004
230,1,2115.95892922
230,2,2196.89999516
230,3,2280.9372725
230,4,2368.18919957
230,5,2458.77874529
230,6,2552.83358246
230,7,2650.48626772
230,8,2751.87442834
230,9,2857.14095619
230,10,2966.43420917
231,1,3653.96641438
231,2,3819.07052557
231,3,3991.63484971
231,4,4171.99647577
